Rating,Symbol,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Readability
1,1.5955262573079154,-0.8246980812973969,-0.060701533643618834,-0.06860231687135895,-0.14766618180348448,-0.0691328534803323,-0.039617523572736596,-0.04243625165529476,-0.5424075857228043,-0.045665195212064844,-0.023515948598741333,0.04600577111218925,0.0003131053310832025,0.2597348716460627,-0.03649285689029356,0.032830923132871274,0.41402243727610233,-0.022301432109160697,-0.02667226431037835,-0.04033182174393726,-0.04013410390971927,0.03300184073880397,-0.042707095092470296,-0.06719518006870161,-0.0427719119331224,-0.06485007595875897,-0.05114178410972169,0.17527224994972088,0.9131710355428041,0.8104706590578477,0.8597242553292895,0.16599041237590081,0.28936305061591117,0.9458331902158739,-0.046131366439423956
1,1.5955262573079154,-0.8246980812973969,-0.058993221760137896,-0.06672656142620391,-0.12268793612859923,-0.0701484370710937,-0.03846939915765953,-0.042491947699667215,-0.5439840792545965,-0.045225156249266873,0.0838801742579813,0.11300124924431253,0.0012702055983114015,0.40023256531049034,-0.034111639920174235,0.021570029618484362,0.08598601093111208,-0.03316724633503503,0.009860244624140672,-0.04032123485215998,-0.04008093835079255,0.021741187201943544,-0.042762795664668694,-0.06847855502294602,-0.04277022793663848,-0.06444356472581557,-0.05103312648738555,1.5138443613872397,0.3582791029068351,0.48363213438832503,1.2245943962046224,0.11201752539823258,0.09212499746854531,-0.07033005584078719,-0.12050806760832435
1,1.5955262573079154,-0.8246980812973969,-0.060354478152734314,-0.06794666152208347,-0.14225440607920115,-0.06783940195511405,-0.04044976332764681,-0.04300169648906854,-0.5523706251300369,-0.04581610493788866,-0.10121055157670135,-0.03245552373823934,-0.010376062760921524,0.12322494894070503,-0.03852733008216789,0.0339760695360215,0.43974096832053144,-0.021303000528806487,-0.00021755202867440696,-0.040315004441680805,-0.04011103887146154,0.03414696273808244,-0.04327258589424445,-0.059804627511227726,-0.042755866928761294,-0.06410383978256678,-0.05161976744452498,1.7874549399527442,0.04257818041397145,0.7080414380533296,1.098522815165802,-0.42693179252270874,0.09083151345736636,-0.44312321206583344,-0.08966894761146323
1,1.5955262573079154,-0.8246980812973969,-0.059260351600561666,-0.06640884766903796,-0.12920954675114465,-0.06972549582392817,-0.04251090381431732,-0.04944664354679209,-0.6088071965634991,-0.04733229729456539,-0.16205284706830858,-0.5516978975327191,-0.023654085282522053,0.42882688058502694,-0.034689942344227676,0.02784277120073708,0.287690421919908,0.11410771255715249,-0.23119285716811858,-0.040377477573765204,-0.040101679553449496,0.028013795107680515,-0.04971805689579256,-0.07359914102327254,-0.04281374203772283,-0.06627952367871079,-0.05037987574359973,1.8260360677890215,1.6634444581768035,0.26694806346000577,0.8422920119657775,-0.36073191342550437,-0.07695525836490101,-0.31472763917529295,0.03912973002248601
1,1.5955262573079154,-0.8246980812973969,-0.060468661266787675,-0.06679971611802409,-0.13754309182572216,-0.0684395951397949,-0.03867885605777023,-0.041938352095460776,-0.5405333519673349,-0.04532931715594008,0.02273779434358268,0.07339325612182557,0.007309419683751006,0.23741956940680914,-0.036858417199471326,0.032894004433225786,0.4154680412873453,-0.02532297153481761,-0.021838184294267825,-0.040329927707216065,-0.04010295776408862,0.0330649206948518,-0.042209155055748404,-0.06453488436642639,-0.042770740179930634,-0.06487712242949953,-0.051196981523313444,-0.26196642530465053,1.2669311161474586,1.1566231696564748,-0.2090525497853071,0.09733779581870015,0.15107484053912681,0.8722379002813277,0.04275786178682286
1,1.0063567157362687,0.04108954012574572,-0.04518884269589173,-0.04534409328402747,-0.11841937857851453,-0.061391651726698464,-0.026628906934941687,-0.03027752931257493,-0.4502325354468602,-0.037300171926671205,0.3348458577004463,0.3150893108965721,-0.0068340339343582,-0.2229271100592103,-0.045397552614389845,0.003192663154274819,-1.1278926843106145,-0.018103110350929267,0.04583269664897239,-0.04033903303692493,-0.040162231978286986,0.0033642123722825304,-0.030547384302920894,-0.06122184473911044,-0.04280532355468741,-0.05672977128371764,-0.05098576241501638,2.142995310227617,-0.1973239163307016,-0.7586671154565457,-1.0399248462000275,-0.9632986619490206,-1.180960202174178,-0.9482463558076093,0.010104675907793159
1,1.0063567157362687,0.04108954012574572,-0.041349108532742804,-0.04138172817920855,-0.10974618788050132,-0.05968212501508168,-0.020212675207713096,-0.030961869312221325,-0.4686459148285217,-0.038045041577016006,0.5051001297174763,0.22861704513010855,0.0021418128811237416,-0.2896108746964389,-0.04598426384285578,0.002299169761251899,-1.2374803541657553,-0.016609838010117027,0.029154855096853664,-0.04034577980795349,-0.04015849112007003,0.0024707380202295052,-0.03123177993618436,-0.056257888812570614,-0.0428113411872959,-0.057401474532695625,-0.05103851442071123,2.142995310227617,-0.1973239163307016,-0.7586671154565457,-1.0399248462000275,-0.9632986619490206,-1.180960202174178,-0.9482463558076093,0.010104675907793159
1,1.0063567157362687,0.04108954012574572,-0.04199583022132376,-0.03940041030910285,-0.12397509187778277,-0.06014364939329521,-0.03596699889628606,-0.038845835702958825,-0.49931690367691434,-0.04394368188020792,-0.1193414893629182,-0.1458557357782296,-0.03537988539144412,-0.4876197849277132,-0.047309094721119216,0.005056293082283489,-0.9242785233641228,-0.01754961271744486,0.07432200293414498,-0.04034210830834169,-0.04013075770464718,0.0052278025850323855,-0.03911638725623696,-0.04953583470635069,-0.042813508152727234,-0.05589043919481501,-0.05141453048949609,1.892510227496102,-0.2890406696657561,-0.34963979652260013,-1.1292390952401477,0.12929737725917662,-1.12636510433581,-0.787267322483766,0.26044576764701893
1,-0.2993703763954891,-1.113293955105111,-0.05005153618517843,-0.05023548305722133,-0.062376377813497925,-0.06330687925036706,-0.02862893087351799,-0.0323816920774536,-0.3752386549949268,-0.03893165259921359,0.38029379191184437,0.45772758803543884,0.020195062120243055,-0.05014653088697411,-0.029518884018000558,0.014220106453697852,-0.2439189157554578,-0.016790189152635436,0.09364834567333717,-0.0403464200463868,-0.04013073034354568,0.014391420669166629,-0.03265171812631667,-0.058931010158212435,-0.04282044584422435,-0.062375344280467544,-0.049362249924334356,-0.9422818742649739,-0.22649015618812354,-1.0388189746106433,-0.7941027807313263,-0.3937739639647702,-1.1751320443420301,-1.3417611560170872,0.9280220122849538
1,-0.2993703763954891,-1.113293955105111,-0.057863024524314605,-0.057516680607652436,-0.10003177629809065,-0.06286034484595006,-0.024597536252246567,-0.028760708024768458,-0.31845050248849116,-0.036124091513091684,0.4725169341299425,0.6577571803859613,0.0322565525073909,-0.15016247820264175,-0.032268876382841365,0.015492448257806234,-0.1770823431677722,-0.017117969009412978,0.10124478940643943,-0.04033877874941385,-0.04013492436688062,0.01566373535878018,-0.0290304397046916,-0.06008233101368448,-0.04281329276422555,-0.0609400457343551,-0.05014015400189295,-0.17282537835278147,0.8135989551987042,-0.6193550656590728,-0.8624746416951383,-0.8720434871290497,-0.8170761986362698,-0.9703098547561493,0.7212185017177674
